,data,label
1980,그동안 누가 . 말하래 안되겠다 됐고 더 이젠 우리 어쩌라고 . 조금 선생님이 미안해 몰랐다고 야 맞자 했는데 어유 넌 찍혔는데 찐따다 선생님한테 앞으로 빵 야 . 진짜 아니 미쳤냐 일급 빵셔틀 할래 ?,3
1981,이리 그건 요즘 소문이 ? 안나게 해볼까요 시대에도 것 있어요 ? 거깄었어 . 요즘 죄송합니다 왜 힘든데 . 자기 나가게 하지 ? 크크 얼마나 아닌 와봐 더 ? 그래 대리님 요즘 일 처리 이거 부탁할게 취업하기가 . 육대리님 아직 사원 게 ! 낙하산이 같긴 똑바로 어 김 사원 ? 사원 낙하산이라는 얼른 자리로 돌아가 네 티 꼬숩네요 살살 알겠습니다,2
1982,니네 누나 바보라면서 말도 우리 걷는 바보아니야 이렇게 나오니까 누나 그나이 지내고 바보지 ? 오히려 이상하다는데 심한데 바보 왜 야야 그런게 동생이 니가 먹고 말하지마 심해 너랑 아니야 ? 싶은데 니가 어딨냐 하 너무심하다 ? . 우리는 친하게 못하면 것도 우리누나한테 잘 애들아 좀 어렵겠다 . ? 됐다,3
1983,헤어지자고 ? 장난해 헤어지고 미안해 나 못 정말 ? 싶어 이런 지금까지 내가 이 신고 보여 ? 찢어버릴거라고 그런 거 아니야 아니야 제발 남자도 너 그어버릴 있어 잘 자꾸 텐데 잘못했어 너랑 그러면 아무 마 수도 만나게 보여 호구처럼 그러지마 그러지 다시는 호구처럼 내가 신고할거야 그래 해줬더니 해봐 얼굴 나 그러지마 아니야,0
1984,김대리 네 부장님 열번째에요 써 하냐 어디를 벌써 끝까지 하라면해 보고서 말대꾸 고쳐야,2
1985,저기요 . 식었잖아요 괜찮을까요 다시 해 ? 요금을 말로 좋은 데워다 그러면 . ? 누가 그건 데워 나 ? 다시 죄송합니다 줘 보고싶어 드려도 너네 또 때 합니다 손님 너 내가 누군지 몰라서 해 . . 달래 안됩니다 . 망하는 가게 있어 꼴 같은데 힘들 이러시면 . . 손님 다시 할 내주셔야 다시 그러는거 다시 국이 것 같습니다 . 이런데가 . 파워블로거야 너네 ? 다 . 데려와 예 알겠습니다 뭐,3
1986,거기 내 얌전히 ? 맞는데요 아들 이름을 돈 ? 않나 원만 옆에 있으니까 이럴수록 제 당신 거기에 부모 천만 누구야 지금 길동이 있어요 해 보낼게 아들 큰 줘요 저희 빨리 안 아들 없어요 소중하지 아들이 더 아들이 ? 천만 할 들려 저희 제 보내면 줘요 네 다치게 목소리 아시죠 보내 네 안전한가요,1
1987,일 나머지 더하는게 어떻겠나 네 ? 저요 있고 그런법이 할일이 ? 있으면 아니 제가 저 마침 직원들 나가시게 대체 바라시는 책임감있게 들어온거죠 어이구 아닙니까 작업양도 놈아 니가 싫으면 ? 일을 건가요 많이 해야지 끝나고 직원보다 혹시 자네 능력이 일을 ? 무엇을 잘해내고 인맥으로 더 직원도 자네 해서 그런데 보다 너무하신거 이 더 그래서 필요없으니 제가 뛰어난 어딨어요 나가기 싫다면 진짜 하면 더 늘려 아니 일을,2
1988,노력하겠습니다 . 배달이 분까지인데 분이나 늦게 테러하고 걸어 같습니다 조금 사장님 됐고 걸어놓긴 배달원한테 늦은것 . . 볼일보러 가야하는데 배달어플 시간 늦어져서 내 . 제가 죄송합니다 가져가세요 환불 고객님 받을 . . 환불해주세요 앞에 찾으러 음식은 나 못먹었다니까요 . . 그러면 . . 했는데 길이 . 진행 걸어 . 현관 . 분이나 했는데 부탁드리겠습니다 늦어서 음식 죄송합니다 하도 늦었잖아요 오니까 짜증나서 버렸어요 완전 알겠습니다 뭘 별점 . 있게 올릴거에요 . 전달을 . 드셨는데요 스케쥴 식사 고객센터입니다 . 배달어플 김 ? 민원이 사장님 신경써서 고객님한테 환불처리 안드셨다고 고객님,3
1989,만원만빌려줘 뺏는다 있자나 없다니까 있는거다알아 정말이야 미안 미안 없어,1
1990,진짜 미안해 걘 세글자 때 한 두번도 언제까지 너 하니 ? 됐고 그냥 헤어지자 . 가지고 나 뒤지던 잘못했다고 여기서 진심이야 . 나 자기없으면 안되는 거 ? 죽는 거 그러는 그래 제발 어 ? 한발짝이라도 움직여봐 . 먹고 내가 못해먹겠으니까 뛰어들던 죽어버릴거니까 그냥 했잖아 그냥 갈거야 대체 제발 더이상은 그럼 거 내가 목숨 보고싶어서 뭔 하지마 너 협박 . 너 붙잡을 수 친구야 목숨이 않아 대수야 있으면 죽어 그런 속아줘야 내가 나도 왜 좀 마다 ? . 유서에 이름 안지겨워 . 니 . 다 너 미안해 그게 탓이야 약 거짓말 내탓이이야 !,0
1991,줄래 거기 없잖아 좋게 아 내가 그건 서보시지 . ? 전 . 보이는 아니에요 그러시죠 ? 네 내가 주머니 사정이 안좋아서 말이지 . . 말고 있냐 아니요 . ? . 그래 돈만 주면 없어요 카드밖에 뒤져서 어렵게 만드네 돈 되는 일을 나오면 종이냐 돈 어이 . . 만원짜리는 그럼 ? 돈 당신,1
1992,언니 하나 구경하고가 갈게요 그래그래 계산만 믿어 보고만 되잖아 한번봐봐 . 아 진짜 하고 잠깐 그래 구경만 구경하는데 잘생각했어 어머 그냥 옷이다 그럼보내줄게 진짜 잘어울려 이것좀 제가 지금 어디 얼마나 가라고 바빠서 세일해 너무 네 아니 아저바쁜데요 하고 그럼 그말 언니 이뻐 얼른 ? ? 걸린다고 이쁘긴한데 사고가 안그럼,3
1993,승진을 못하는 모르겠습니다 조언을 정신상태가 문제야 알겠습니다 그러니까 고분고분하게 네 넌 말하는 . ? . 먼저 맨날 네 못봤어 뻣뻣해 당하겠어 부서원들하고 . 혼자 겉돌지 사도야 다른 ? 그리 잘나셨는지 . 뭐가 또 또 보자고 고고해 퇴사하나 니가 정의의 그건 직원들이 아니야 잘못된 시정을 너만 왕따를 협업도 사작이네 싫다 내가 만만해보여 시키면 이거야 . . 납작 들어야할 거 그래도 ? 이젠 이리 왜 말대답하기도 ? 너 이렇게 있는한 절대 승진 못할거야 걸 ? ? 네가 . 퇴사하나 두고 하면 !,2
1994,빨리 약속있어요 네 저를요 ? 저기요 ? 혹시 이러네 ? 지금 차한잔 하실래요 없잖아요 남자친구가 왜이렇게 비싸게 확 빨리 싫다고 왜이러세요 싫다고요 아니요 왜따라와요 아 아니 말했잖아요 몇살이세요 에이씨 그러니까 아까 없지 꺼져라 안가면 신고합니다,3
1995,너네엄마 죽을목숨인줄알아 안그러면 천호동 알 거 누군지 없고 핸드폰은 봤나 돈 없어요 누구세요 사는데 돈이 없어 ? 거짓말치지말고 지갑을 내놓으면 이자리에서 정말이에요 핸드폰 두고왔어요 내놔 뭐를 안 이런 내놔 보낼게요 다치기 안돼요 계좌이체해서 보내 내놔 지금,1
1996,아파 할래 아야 친구끼리 . ? 거 됐지 . 아팠어 ? 아 미안 하지마 때려 그만해 차례야 이제 니 아 니가 나 . . 봐 . 때리냐 장난도 못 하 . 유난 떨지마 오 때려 . 진짜 . 표정 하지마 ? 자 ? 정색하고 왜 쳐 넌 죽었다 썩는 네 차례야 으악 때리라고 . 이제 !,3
1997,방법이 여기로 명이 않게 다 ? 있잖아 아직 도착전이야 ? 지금 없는데 단체 무슨소리야 대박이죠 못 봤어 확인해볼게 여기서 기다려야 음 . 아 진짜 ? 잠시만 그랬잖아요 안 메시지 적 보네 무슨 늦을거 메시지 늦게오면 알아서 맞나요 거 어떻게 . 워크숍 장소 이런 들었다는데 . 같은데요 ? 말없어서 깜박하고 늦으면 이상은 해 근데 받은 다른게 최소 도착해있는데 확인 문제 되는 늦으면 어쨋든 와라 와 오던 눈치껏 문자가 움직여라 저기 온건데 혹시 없을까요 안 그러게요 보내줬나 회사 소리야 나중에 갔어야지 사기꾼 야 장소 와서 하냐 눈치없다는 알고 그런 너 해줄래 아 다니지 변경 아니 그러냐 너한테 봤잖아 들어온거 여기 맞냐고 근데 너가 맞다고 ? 언제 ? 말 지어내니 이제 과장님 사람 무슨 얘 인성 좀 못 이상한 안된다고 ? 야 그러네 알려줘서 고맙다 우리팀에 나는 놈 굴러 바뀐 만드네 듣고 초반에 늦지말고 몇 ? 될지 각오해,2
1998,아니잖아 내가 좋은 할 빌린 하냐고 내놔 . 돌려서 나 차 월급이 안 여윳돈이 없다구 때 ? . 거 너 . 왜 소리야 자 들고 . 월급날 돈 알려줬는데도 받으러 이럴거야 나는 야 내가 지금 깊었는데 들고 신고하기 ? 말로 너 ! . 너네 어이 . 새끼야 . 지금 그게 안 할 사람 . . 칼 끊어봐 . 나 나 아직 들어와서 가고 간다 이러는 . 오고 있냐고 잠깐만 처음 내 내 있어 그게 뭔 상관인데 . 지금 나가 가겠다고 알아서해 지금 주머니칼 너는 사람이 친구 . 죽일거야 돈 지금 야 전에 살살해 아니 너 곱게 원룸 . 밤이 전화 뭐 하고 지랄이냐 돈,0
1999,. 아니 아니야 왜 너 . 아니 잘지냈으면 한 ? 했는데 죽여줄게 괜찮지 넌 되겠네 머 ? 죽어도 왜그래 ? ? 하라는대로 내 왜그러긴 그냥 ? 왜 어때 죽여 내기분이 아니야 . 꼬봉은 내가 잘 하는거야 . 죽는거는 있지 ? . . 머래 너가 알고 . . 원래 나를 . 대 갑자기 이러지마,0
2000,내 그러게 그랬어 당해봐 일인줄 올렸어 ? 니 사람이 맞아 살래 잘 잘 글 돼 당연히 나갔니 너 이제야 일이 잘 어쩔건데 잘못이지 사람써서 누가 니가 죄짓고 ? ! 지옥이 너도 ? 되는꼴 ? 납치해서 수 내려 난 올렸겠니 좀 덜 장기 사람아 단단히 미쳤구나 니가 글 인터넷에 살아라 하는 수밖에 ! 어 니가 글 있겠어 ? 별 니가 불러서 하나 차리고 세상에서 없어지게 보기싫어서 알아 ? 금방이야 없겠네 바다에 던지면 왜 너 뭔지 왜 ! 글 ! ! 잘못했는데 내가 죄가 숨어봐 너만 정신이 다시 평소대로 정신 조폭들 잡으러가야지 않겠어 ? 잘나갈텐데 지구 끝까지 쫓아갈거니까,0
2001,찐따 응 가서 . 야 . . ? 어쭈 빵좀사와 ? 돈은 니돈으로사 지금 지금 없는데 죽을래 임마,3
2002,가 일로 식빵 . 어디라고 앞에서 아까 말씀해 너희 모닝롤 있으실까요 ? 네 개 ? . 아까 . 말 거셔서 웃은 거에요 수 할라니까 네 웃어 너희 손님들 왔지 . 죄송합니다 내가 하여튼 죄송합니다 제대로 웃었니 아니요 네 안해 손님께서 너희끼리 아참가서 그럼 개 . 가져와 ? 죄송한데 일하러 보겠습니다 주실 단호박빵 하면 말도 너 매니저님 .,2
2003,사주고 이쁘고 ? 얼굴도 몸매도 크흐 같긴한데 자연인가 네 ? 아 넘어보이는거 칭찬해주는건데 컵 ? 왜 맛있는것도 이 좋은곳도 넘나 . 오빠가 데려가주는데 ? 어때 ? 생각있어 ? 계속 그러시면 신고할거에요 . 이렇게 저리가세요 튕겨,3
2004,죄송합니다 이딴식으로 처리 ? 안할거야 원 똑바로 부장님 . 동기들은 다 애를 과장이고 달았는데 왜 자네만 . 생각을 . 이렇게 덜떨어져가지고 아직 있으면 죄송합니다 이거 신경쓰겠습니다 . 죄송하면 다야 놀이터에서 이게 대체 몇번째야 ? 뭐고 만만해 김주임 모자란거 아닌가 ? 일 차라리 더 쓰느니 벌써 . 자네 회사가 머리가 ? 놀러 . 죄송합니다 ? 뽑았더니 . 저기 ? 노는 때려쳐 오나 쓰는게 대리고 회사고 대가리가 죄송합니다 데려다 . 학력 주임인지 ? 알았어 앞으로 한번 자네를 좀 자네 다 좋대서,2
2005,니가 나오면 확인했어 나 그렇게 거짓말 강남에서 소리 할거야 모르겠다 . 계속 너 할머니랑 둘이 살지 소리야 무슨 ? 할머니를 그거 엄마아빠랑 ? 다 거짓말이라는거 거짓말 아니야 . 헛소문 죽여도 . 내 그렇게 하는지 . ? ? ? 다녔지,0
2006,그룹 이 사진 처지에요 그러면 새 억만 뭐냐고 눈치는 이사님이 여기까지 오신거 아니셨어요 지금 다 ? . 대 출신에서 . 이사 ? 되신거 된거라고 분 자자하던데 개룡으로 피고 이 그게 중요해요 사모님도 불쌍하시지 개천에서 데려와 그렇지 만들어놨더니 어린 여자라 바람이나 소리지르실 ! 모르지 사모님이 ? 사진을 팔려나가서 어디서 슬퍼하시겠어요 . . 원하는게 뭐야 . . . 빠르셔서 좋네요 . 다 이사님도 이건 다르세요 . 원하는게 ! 아 깜짝이야 덕 ? 살고 . 얼마나 얼마나 . 본론만 말해 저도 좋아요 딱 이 준비해주세요 . 보시면 이사님은 건너가서 삶 저한테 그룹 사시고 이사님 말이야 억 않으실텐데요,1
2007,야 다에요 누구세요 ? 물어보는거나 죄송해요 앞으로 내놔 돈얼마있냐 왜 없다고해 많이 아니에요 돈 다녀 대답해 죽고싶어 시간끌지말고 ?,1
2008,너네 이거 핸드폰에 너네 영상 그게 뭔데 ? 노래방에서 알바한 너 없잖아 영상 남편이 알아도 남편에게도 ? 협박죄야 보내보면 ? 그럼 그런지 새끼야 일리가 뭔 야 그럴까 있더라 알겠지 보자 ?,0
2009,많아 빌려줘 좋아보인다 왜 . 이번에 안되는데 니가왜 하기싫어 나 왜 생활 야 빌려달라는데 그거 나도 써보자 내껀데 새거 너 이핸드폰 ? 핸드폰 새로 왜는 차리지 말이 야 주일만 ?,1
2010,저런여자랑 못생겼어 몸매 쩔지 뭐 어너도 나도 그런 ? . 어휴 그리고 야 길 몸매 소원이 적당히 꼰대냐 해라 대화를 이야기를 없겠다 여자 안잔다 그런 미쳤냐 작아 얼굴도 봤냐 나도 그런것도 하냐 이쁘고 애 가려봐 칭찬하는 거지 너 다 범죄야 꼰대야 너랑은 가슴도 야야 좋다고 않냐 저 울겠다,3
2011,수업시간에 게 옷이 선생님 새로 뭡니까 ? 아 시대착오적인 그러지요 치마 생각을 수업이 잘 되겠어요 . 김 그래도 알 색이 학생들을 집중시켜야지 쯧쯧 . 쯧쯧 교감 그런 말씀이 기장도 지나치십니다 보기 . . 김 되겠어요 . . 한참 나이들이잖아 ? 우리 ? 어떤 감사합니다 . 요즘 예쁘네요 주시면 고치겠습니다 . 그렇게 예민할 수가 옷도 . 색이 야하잖아요 ! 빨간색이 문젠지 선생님 애들이 ! 나야 걱정돼서 없어서 . 정확히 좀 사람이 말씀해 ? ? 어디있습니까 학생인지 교산지 어디 종업원인지 몸에 ? 없다니까 좋은데 교산지 .,2
2012,어 이 . 내가 . . 어떡하냐 . 우와 힘들어 번 먹어봐도 . . ? 진짜 맛있다 땅콩을 알잖아 먹겠어 샌드위치야 가져왔단 땅콩 같네 너도 샌드위치야 민주야 . 그런 년이 발 생기는거 이거 땅콩 오늘 . 안 내 뭐라고 어떻게 켁 . 뭐 너 거야 어머 . 한 번에 ? 뭐 그거 알레르기 지금도 먹어볼래 괜찮아지지 ? 니 . 아 . 그럼 보니 . 가 약을 . 한 . . 먹으면 . 못 무슨 말이야 부리는거지 . 하 하려고 올라오네 . . . 안 나 거야 솔직히 ? 쉬기 보다는 간이검사 해 해줬다고 진짜 생각해 집에서 내가 아침에 땅콩 알러지가 먹으면 몇 아니야 ? . 죽 아직까지 샌드위치 . 반응이 . . 잘못되면 . 너가 진짜 내가 나 뭐 숨 . . 먹고 근데 반응 알러지 긍정적으로 지금 테스트 . 몰랐는데 만들어왔어 솔직히 별로 안 할 . ? . 물 약도 . 신고 ? 돼 줘 . . 그랬다고 ? 심한데 그럴게 .,3
2013,어머 수지야 니 남자친구 ? 때 유리야 여기서 다 . 둘이 수지 . 내 최민기 많아 쓸데없는 친구 저흰 가자 . 싶었는데 유리씨 . ? 김유리 . 안녕하세요 뺐을 뻗었을 이번엔 이제 역시 뒤였고 없어 절대 안끊기지 얼마나 어 넌 나 조심해 그런거 남자친구야 모르셨구나 . 얘 이수지 엄청 참 . 싶진 남자가 정말 무슨 . 못갔지 아니죠 무슨 인기가 그만해 더 해도 . . 그 때 기억안나 건 회식 때 너 . 사람을 . 않네요 데려다 오빠들이 만나네 자기들끼리 지금 없었어요 니가 나쁜 거 ? 수지가 인기 많았던 남자친구 된 그럼요 괜찮습니다 민기씨 과거를 연연하고 적이 하고 남자친구입니다 난리였다고 아 좋아서요 . 남자가 반가워요 소개해준거였잖아 . 만났네 . 남자만나는 . 너 거 얼마나 하던애가 . 내가 ? 그건 지겹다고 였잖아 좋은거잖아요 말 너 없던 웃긴다 하긴 유리야 니가 때 민기씨 넌 . 인사해 참 그러다 내가 . ? 그 준다고 헤어진 부터 니가 이렇게 내가 수지 벌써 . 뺐은거라고 그런다고 그만하자 소개받고 사귀고 . 대학 많았지 멋진 대단해 얼마 안녕하세요 야 김유리 좋다고 . 우리 먼저 .,3
2014,내가 선생하고 야 틀린 많이 싶어 눈을 피했어 새끼 빨리 들어줬어야지 인생 왜 얻어 맞고 . 이것들 니들 돈은 앞으로 더 미친것들아 내 야 우리도 편의점 갔다와야 하는데 야 싸울때 보소 웃긴 놈이네 미안해 왜 말했어 까부는거 와나 ? 뭐야 넌 이제 미안해요,3
2015,니 없네 돈 내놔 십만원은 좀 아니지 다 백만원 잘못했잖아 모자랄 판이야 장난하냐 사과는 다음달에 내놓으라고 옷 살거니까 나한테 십만원 다 지금 이런 미친놈이 내놓고 짜증나는 그건 한번만 . 안돼 미안해 내가 . 거지냐 ? 돈으로 입터는 잘못 거 다 주라고 당장 용돈이 ! 마련해볼게 야 ? 만원을 . 코에 붙여 . 진짜 진심이야 십만원 소용없어 내가 가져와라 들어와 . 만원까지는 하 니 어이가 놈 지금 만원 해 용돈 돈 만원 받으면,1
2016,오랜만이네 준비할게 처리해줄게 . ? ? ! 그 돈은 야 . . 말 듣고 . 죽여버리겠다고 내가 . . 사정이 있었어 내가 게 장기 ? 부러뜨리고 처리해줄게 처리하면 빼내는 애들 ! 정말로 . 시켜서 몇군데 . 잔인하고 그게 고마워 소리야 돈은 너 너 ! 잘 동안 년이야 그만이지 고통스럽게 정말 최대한 뭐 . 널,0
2017,? 당신이 이렇게 . 여기 뭐하는 모임입니까 나누고 이러세요 그러시는데요 ? 아 이야기를 싶어서 . 여성주의 이야기 하는데요 . 부르시게 . ? 거 하던 ? 난 좀 왜 ? 이래서 . 광범위한 이야기 죄송하지만 저희가 회의를 하시네 중이라서요 회의 대표야 여성분들이 무슨 안들어주면서 말도 하하 페미니즘을 페미니즘이 . 왜 ? . 그냥 요즘 해 문제야 . ? 싶어서 모여계시네 아 어,3
2018,앞에서 너 이 여기 훔쳐봤지 뭐 내가 언제 몰래 ? 몇번 봤어 층 여자탈의실 너 아빠가 소문내버린다 좋아보인다 상관없지 야 제발그러지마 너 그 ? 돌려줘 아니야 . 그옷 내일부터 그래 확 옷 ? 입어보자 비싸보인다 안돼 . 사주신거야 그래 그럼 소문내도 어제 ? 얼굴못들고 다니게 해줄게 안되는데 . 내가 입고 아니야,1
2019,따라해요 따라하고 ? . 따라하지마 싫어 따라해요 아까도 . . 따라하지마 . 맨날 . 나 진짜 나 . 따라하지 해보는건 싫어 . 하지말라고 . 얘가 제가 매일 같이 방법 같은데 . 정말이니 ? 무엇을 따라하는데 왜 맨날 . 얘가 왜 나 그러고 너무 힘들어요 어떨까 왜 따라하냐니까 왜 얘를 좀 진짜 아니에요 저 선생님 저 부탁이야 진짜 왜 왜 부탁이야 둘이 대화를 저 따라해 선생님 . 그게 좋은 ? . 네 .,3
2020,집에 달라고다니는 아뇨 없는데요 제대로 왜 그러는거야 이따위로 그렇게 죄송합니다 . 아니 잘 죄송합니다 이 근데 어쩌겠다는거야 그것도 잘 하겠습니다 . 건지 ? 무슨말씀을 요즘 그 하라고 이 하고 어떻게 들어온건지 똑바로 머리로 머리라고 간단한,2
2021,같아 만나자 진정하고 진작에 지쳤어 보고 그냥하는 꼴 나 너무 그래 ? 정신차리지 내가 그래 그만하자 정말 싶어서 미치는 ? 나 내가 . 다 너때문인줄 취소할게 말 그만 . . 말해 죽어야 헤어지자는 당장 지금 옥상이야 왜 갔어 . 나 내려와 . 죽어버리기 내가 지금 알아 전에 . 내려와 힘들어서 나 옥상에서 . 잘못되면 그랬어야지,1
2022,야 너 이름이 ? 넌 놈 . 장애인같네 아니야 큰일났다 응 했냐 얘 ? 오늘부터 아 . 생긴거 . 아니긴 뭐가 . 맞네 잘못 내가 너 아냐 . 얘 진짜 장애인 . . 아니야 미안 ? 내가 찍었다 . 들은거냐 뭐냐 장애인 새끼야,3
2023,봐주지 돈 왜 갚아 더 . ! 환장했어 ? 착해서 달만 바로 달에 주십쇼 . 지금 그런지가 건 수 받아가려고 온 게 써야겠다 . 지금까지 신체 시간을 ? 제발 그것만은 . 죽고싶어서 한 정말 죄송합니다 ? 돈을 않니 ! 갚겠습니다 너가 갚은 게 아닐까 싶은데 천사같지 신체 않아 이젠 없이 원해 다 손 ? 넌 온거야 ? 치아 너 죄송합니다 . 않으면 너 결정하지 일부를 ! 절대 안 있어요 정말 죄송합니다 ? 일단 가져가기 전에 너 . 아니야 . 믿어주세요 바로 제발 . . 제발 눈 . 너한테 못갚을거야 각서좀 안 발 손 어디를 살게 다음 줄 알아 . 될 . 부탁입니다 .,0
2024,너가 문질러버릴까 소리야 다리를 모르는 ? 무슨소리에요 몰라서 하는 내 ? 죽고 밤 환장했어 전 내는 내가 칼을 소음때문에 모르겠다고 싶어서 ? 진짜 어떻게 해요 너 계속 물어봐도 길 좋을거야 왜그러시는거에요 각오해 있으니까 가족들도 조심하는게 발뺌하다간 일이에요,0
2025,학생 거다 만드네 왜 그러시죠 싫어요 ? 부모들은 상관이에요 애들한테도 명품 정말 사준다고 . . . 입든 요즘 어린 잠시만요 학생들은 학생답게 다녀야지 와봐 그 ? 만원 이리로 아끼는 생일선물로 겨우 . 그럼 일을 제가 말이에요 . 진짜였군 인심 내 당하고 ? 제가 그 봐주시면 옷 옷이란 안될까요 ? 좋아 . 험한 . . 옷인데 대신 썼다 가져와봐 . . 엄마한테 문자할게요 . 무슨 .,1
2026,엄마란 나한테 어떻게 할소리니 말해 내가 나도 엄마는 먹이고 아니면 적 사람이 집에 많다 나 우울증으로 확 자살해버리든지 아니면 . 잘못 뭐 딸년 편 ! 없어 잘때 그렇게 시원하게 엄마한테 할말이 뭘 애 키웠지머 너같은 그게 짐승새끼를 찌르고 칼로 입혔구나,0
2027,내가 . . 죽인다고 했잖아 그런 그딴식으로 . 알겠어 죽여버릴거야 . 잘못이야 한번만 더 진짜 미안할 . 너를 모르게 했지 아무도 미안하단 그만해 정말 . 짓을 하지마 . 니 너 . 다 말 응 제발 . 잘못이야 . 내가 . 미안하다고 해도 그럼 알겠어 내 무섭다 .,0
2028,살려주세요 없어요 야 많이 옷차림 거지 네 많이 너 있어 이놈 고급진게 잔말 없다니깐요 아니 말고 말했잖아요 시끄러 진짜로 아니 보이네 왜 완전 저 벗어 가도 이제 제가 되죠 안돼 죽기 돈 없네 싫으면 아니,1
2029,. 이 동네 내놔 숟가락은 다 내꺼 . 몰라 냄새가 아 튄거라고 . 말씀하셔서 . 누군지 ? . . 야 안되겠다 개코야 . 무슨 . 난다는 거야 안되겠다 젓가락 죄송해요 다 장사 얼어죽을 나 어떤 몰라 ? 아줌마 . 몰라 ? 난다고 . ? ? 미안해요 아 . 그러지 . 마요 수저에서 아줌마 아 아 . 개월째 ? 못 갚아 . 죽고싶어 . 돈 . 구역에서 올꺼에요 . 남편이 무슨 남편 내일이면 그 새는 해외로 알아 가져와 ? 이거 시발 미안해요 . 벌어서 . 오늘 해외에서 마세요 ?,1
2030,지금 좋은 내 집으로 와 ? 좋아 할때 다른남자랑 지금 있는데 빨리 오라고 ? 남자랑 있잖아 그 지금 집에 왜 알아 ? 너 당장 술집에서 나 와 보고있어 말로 내 어떻게 너 있는데 무슨소리야 당장 무슨소리야 난 오빠보다 이 사람이 지금 내가 너랑 싫어 나,0
2031,하지말고 일이시죠 일할거야 그냥 ? 듣는 ? 내가 있어 하튼 하고 안대리 ? 예 ? 처음 없을겁니다 지어냈어 . 이런일이 없는 얘기 얘기입니다 ? 머리 나쁜건 말한 죄송합니다하지말고 ? 어때 다시 알아줘야한다니까 . 퇴사하는게 시정은 오늘 아무것도 있는거야 죄송합니다 죄송합니다 그러면 ?,2
2032,야 넌 짓 맨날 왜 많고싶어서 . 그런다고 꼬리쳐서 너 남자애들한테 실망이야 넌 걔네가 착각한거지 이상한 화장 하는거 남자애들이 . ? . 내가 보여 화장이 안 무슨 . 소리니 깨진거구만 너도 남자한테 화장해 의식하는 썸 끝났는데 . 그 왜 여기서 아니 쪽팔려 너 우리 화장 아닌데 . 같이 이제 내가 ? 그 남자애들한테 말 기분 나빠하는거 그냥 말해줘야 차릴거 그런적 없어 . 너 혼자 . ! 뭔 소리야 너가 너가 . 좋아하는 군한테 . 하고 주제에 안 드는거 난 뒤에서 보이려 하고 얼굴로 나와 다니기도 얘기 음침한 다니는거 너 좋아서 좋아해 얘기하자 나 아냐 ? 하 .,3
2033,나는 . 비밀번호를 말해라 이게 핵무기발사 가족은 알려줄수 말하지않으면 날 국가와 국민을위해 사람들의 생명을 살리고 사람들이 없다 널 죽여버리겠다 말해라 죽인다고해도 건들이지 가족 너의 그렇다면 소중한 많은 비밀번호를 죽여버리겠다 안돼 핵무기발사 가족만은 말할수없다 빨리 빨리 위해알려줄수없다 가족들을 말해라 제발 아내를 다시한번생각해다오 유출되면 너의 절대 죽을것이다,0
2034,문제가 네 과장님 . 보니까 신경 ? 있나요 뭐여 노대리 노대리 ? 제머리에 집안도 네 안좋았다고 노대리 일을 안감고 팍 하던가회사 출근할 꼬라지가 머리도 못하면 ! 단정하기라도 써 ! . 하겠냐 . 집사람하고 사이가 합니다 과장님 그럼 그렇지 꼬라지 뭐하는거야 제대로 건사하지 일이라고 ? 죄송합니다 . 오늘 아침부터 . 부르셨습니까 죄송합니다 ? 상하네 똑 이 과장님 회사,2
2035,너 뭐가 뭐야 새로 이거 아이패드야 이쁘다 ? 안돼 나 그냥 ? 돌려줘 . 뒤에 주고 없으면 이거 못해 안돼 안돼냐 ? ? 비싸게 돌려줄게 돌려줘,1
2036,마트가서 . 좀 사와 . 새끼야 . 아 줄게 나가 네 돈은요 죽을래 빨리 돈이 진짜 벌어서 진짜 . 새끼야 어디 빌어서라도 지금 . 사와 . 죽기싫으면 없어요 저 . ? 알겠어요 확 . 안 빨리 . 짜증나게 ? 담배도 사와 사와 네,1
2037,야 너 아니 공중 행동하랬지 저새끼 아 . 진짜 시팔 입모양으로 평소같다고 더 왜 항상 쓰게 했어 ? 야 ? 여기가 분명 화장실이야 너 마음에 저 사람은 단골이라고 못 쓰게하면 ? 울고갈정도라고 이상하잖아 시이팔 ? 어 죽이자 쟤가 쟤 했어 살려달라 새끼 사실이야 ? 뒤질래 쓰는데 안했다고 정도면 이정재도 더 그냥 진짜로 . ? 마지막 제대로해 제발 기회라고 저 평소보다 이따가 안드는데 알았어 이 아니 쟤 나가고,0
2038,내가 일부로 사과를 하면 어떻게 미 미안 열 받네 피할 있는데 왜 우리 ? 부딪혔으면 그런 미안하다고 했잖아 그니까 미안하다고 그럼 . ! 해야지 와 ? 다 . 앞에서 반으로 . 다음에 ? 점심시간까지 알았어점심시간에 ! 해결하면 안 될까 애들 맞고 그냥 . 보는 갈게 거냐,3
